username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
LouBajuk;2017-06-06 19:45;3;4;". @SelfScore view of the full software stack, as an analogy for #DataScience at #EARL2017 pic.twitter.com/Ax7Upmw1rS";;@SelfScore;#DataScience #EARL2017;"872162549722103808";https://twitter.com/LouBajuk/status/872162549722103808
LouBajuk;2017-06-06 19:13;4;6;"Provocative view from @RStudioJoe #EARL2017 : there is no innocent #DataScientist pic.twitter.com/tX0ptxxvq2";;@RStudioJoe;#EARL2017 #DataScientist;"872154476747960320";https://twitter.com/LouBajuk/status/872154476747960320
LouBajuk;2017-06-06 19:06;6;5;"Nice summary of the process of #DataScience from @rstudio @RStudioJoe at #EARL2017 pic.twitter.com/YkbZ6g6X9x";;@rstudio @RStudioJoe;#DataScience #EARL2017;"872152796887269376";https://twitter.com/LouBajuk/status/872152796887269376
tomaz_tsql;2017-06-06 18:35;1;3;"Have a great time! #rstats #earl2017 //cc: @earlconf @MangoTheCat @daroczig https:// twitter.com/daroczig/statu s/872126931524763648 …";;@earlconf @MangoTheCat @daroczig;#rstats #earl2017;"872144886329376770";https://twitter.com/tomaz_tsql/status/872144886329376770
johncwhitmer;2017-06-06 18:29;1;4;"Impressive approach to #datascience at @Airbnb - especially widespread education beginning with stats concepts #Earl2017";;@Airbnb;#datascience #Earl2017;"872143405706563585";https://twitter.com/johncwhitmer/status/872143405706563585
LouBajuk;2017-06-06 18:19;8;5;". @ricardobion at #EARL2017 on @Airbnb internal data university, teaching every employee (some) #DataScience pic.twitter.com/YIquNiyjHW";;@ricardobion @Airbnb;#EARL2017 #DataScience;"872140824930209792";https://twitter.com/LouBajuk/status/872140824930209792
groundwalkergmb;2017-06-06 17:58;1;2;". @ricardobion talking about the difference between data-informed and data-driven companies. airbnb is data informed. #EARL2017";;@ricardobion;#EARL2017;"872135603990802433";https://twitter.com/groundwalkergmb/status/872135603990802433
groundwalkergmb;2017-06-06 17:45;1;2;"@hspter I think CodeDepends can be used to make the dependency DAG you talked about in your #EARL2017 talk. We should chat about that.";;@hspter;#EARL2017;"872132339379445760";https://twitter.com/groundwalkergmb/status/872132339379445760
LouBajuk;2017-06-06 17:38;12;21;". @hspter #earl2017 : Assume your colleagues have good intentions. If they make an error, blame (& fix) the process they used, not the person";;@hspter;#earl2017;"872130574604840960";https://twitter.com/LouBajuk/status/872130574604840960
AndySugs;2017-06-06 17:24;0;1;"RT: (daroczig) The #earl2017 conf in San Francisco is just starting, looking forward to the next two days full of #rstats talks and networ…";;;#earl2017 #rstats;"872127054749331456";https://twitter.com/AndySugs/status/872127054749331456
daroczig;2017-06-06 17:23;5;15;"The #earl2017 conf in San Francisco is just starting, looking forward to the next two days full of #rstats talks and networking pic.twitter.com/z4pNaoqCVK – bei Holiday Inn Golden Gateway Hotel";;;#earl2017 #rstats;"872126931524763648";https://twitter.com/daroczig/status/872126931524763648
LouBajuk;2017-06-06 17:19;6;11;". @hspter at #earl2017 on the myth of the perfect #DataScientist vs. Analytic Development pic.twitter.com/EGof1xQTsi";;@hspter;#earl2017 #DataScientist;"872125892260052993";https://twitter.com/LouBajuk/status/872125892260052993
LouBajuk;2017-06-06 17:12;2;4;". @richatmango from @MangoTheCat kicks off #earl2017 In #SanFrancisco pic.twitter.com/xrahtcWVSl";;@richatmango @MangoTheCat;#earl2017 #SanFrancisco;"872124149866479616";https://twitter.com/LouBajuk/status/872124149866479616
DataScienceLA;2017-06-01 20:27;6;16;"I'll be speaking at @earlconf #EARL2017 next week about using R for machine learning in production for business applications #rstats pic.twitter.com/DURGwM9ZOs";;@earlconf;#EARL2017 #rstats;"870361295542931457";https://twitter.com/DataScienceLA/status/870361295542931457
richatmango;2017-05-31 16:32;5;8;"I aint getting on no plane! The cats are on their way to #earl2017 #sanfrancisco . See u there! #rstats #datascience @earlconf @MangoTheCat pic.twitter.com/OxocTPyj2n";;@earlconf @MangoTheCat;#earl2017 #sanfrancisco #rstats #datascience;"869939631005069317";https://twitter.com/richatmango/status/869939631005069317
richatmango;2017-05-31 15:15;7;10;"if you know companies who still use SAS you may want to send them to #earl2017 next week in #sanfrancisco #rstats #datascience @earlconf https:// twitter.com/nic_crane/stat us/869647044310433792 …";;@earlconf;#earl2017 #sanfrancisco #rstats #datascience;"869920342336253953";https://twitter.com/richatmango/status/869920342336253953
